,question_message_text,ans_message_text
49496,🥺🥺🥺,Sukadya Kuch kha lea kar
49497,what?,A d a a p a
49498,Kaha invest krogi tm🥲,Yeah ra bhaiyya🥲🥲🥲 @awesome_ldka
49499,What are you from,Hi zergan
49500,Pani ki taraf q dekh rahi h Nahana h kya,Haan ofc.
49501,Ok,"Ula la,girl you can rock it! Best of luck! 🍀☺️"
49502,Tito 10 month...honey 3 years,Chand saleshoone?
49503,No,Ok thn frnds
49504,😂,Abe tu hai kon 🤧🤧
49505,Ok,Me too ☺️☺️
49506,Hi,hello everyone 🌝
49507,I don't know guys,Why dear ticklish??😭😭
49508,Hu kahi,North me kaha
49509,Haa,Wow hm delhi se🔥
49510,Mere pass se thoda le lo😂😂,I don't have
49511,😂😂😂,Or app bhi
49512,Heer Ranjha wali heer Bs yhi h,What's the meaning of heer🤔🤔
49513,Maybe,Can be friends
49514,Hnn👀,Baat ko
49515,Bhai behen bn ne ka bol raha hu gf nhi😂😂,Kya bol raha h
49516,Nope,Just wana talk u
49517,Im okay thanks and u,How are you ina
49518,Bo.y or gi.rl,What baby bey
49519,Stop tagging me Stopirritating me,Aawaz bhai sahab
49520,Okay Uncle 😅😅,"I am 33, not 13 ;)"
49521,From which country you are,He was from my country
49522,😂😂,Yar koi kisi topic par bat karega kya
49523,I asked whether u are ok and took vaccine?,WHAT U ASKED ?
49524,Badiya,Aur batao kya haal hai
49525,Hi,Anyone online here
49526,Din m sota h kya,Nind ni aa rahi h
49527,I like to take challenges.. Bcz I unconditionally love u  ❤❤❤,That's my character but I warn you You can't handle my attitude
49528,Yes bro,😂🤣 oo
49529,It's not,Lol...it's working🥲
49530,"Im sunny ntmy, how bout you?",Hey what's your name?
49531,Im shokofeh😊,I am good I am Raju and you
49532,"Ya, Ik",Just doing fun😁😁
49533,😩,Cm in indox theb
49534,Good you,Hw r uh buddy
49535,u start i will join,Tu nach
49536,Jass,App ka naam kya h
49537,Hmm.....accha,Aap owner se bol k dekho
49538,Hindi dada ji,Sannu! Ina son sanin abin da ke faruwa.
49539,accha,sahi mai clg ke assignment  ladkiyon se banvata tha mai
49540,Friendship & Chatting,Kaisa chennal
49541,Im fine u..?,btw hw r u
49542,Animie,Oh ok ok . What topic of conversation you would like to chat ?
49543,Bolo,Are wah😂😂😂
49544,nothing,what u don't know?
49545,how old r u,Ow ok
49546,Na,Koi hai🥺🥺
49547,thanks or hindi?,"Ok sar, I will speek english"
49548,hhhhh,यही मुझे बताया गया था।
49549,Maine liya hai🥺🥺🤣,Medical layy layni thee😂😂
49550,Ahahhahaha,salaa aaj tak hamko ye samajh nhi aaya 😂
49551,"Mai ye dekh raha tha tum angel priya, cute baby to nahi 😂",Kya mila...mil gyi kaleje ko thandak🤣🤣🤣
49552,Dekha jaye to jaruri hai bhi nahi bhi our choice,lol  muje kya hona   bus  pucha gn bolne jaruri hota kya for attention?
49553,Yeah sure,Just kidding...🤘Let's chat later on when you get free😋
49554,haan🤣🤣🤣🤣🤣,Pizza mil gya 🥺😂🤣
49555,🥺😂yeah,Mtlv Bhoot bhi h yaha pr  😁😁
49556,Ha pehchan lia .. kaisa hai,Pahchana bhai 😂😂
49557,Mann nhi hai🤔😂,Khao ksm.. 😂😂
49558,🤣🤣🤣fail to nahi hua na wo,Rishabh ko jante ho.. uska b 19 running.. October m...pr 12th m h
49559,Na,Gujarati ho🤟🤟👍
49560,Sun na tu bengal se hai na,Hosiyari ka chauda 🙂
49561,Hmm 8pm time hai n you?,😂😂😂nice had dinner
49562,ys,lysa hello
49563,Ohk,Oh sahi nhi Seng ho pa rha
49564,Haha no any na that's y,Why re😔
49565,Nahi bot mute krdia yr betting wla 😂,You're on mute?
49566,😤😤,Im not in love
49567,Hi Hows It Goin - What You Been Doin?,Stop hi Hi come on Vc😄
49568,You know English,"im finey, g nnya byesj"
49569,Aap aaj hi aayi hai isme ??,Oooo acha
49570,Hey,Hy hows u
49571,BBA student,What are you studying M Bcom student
49572,padikkunnu.....iyalo..?,Lo end cheyyuva
49573,Great and you😂,Ohh cuty how r uh now 😂🌸
49574,Ntng,Hey what u doing
49575,Didi😂,Kya .🙈😂😂
49576,assalamu alaikum wa Rahmatullah WA Barkatahu,"Noo guys, my number was use my sister, and her name alisha."
49577,Idhr me gane sunna aya hu?😂,😂😂 gaane khete hmare yha
49578,Hlo ji,She is a very busy personality
49579,Fine and you,Hlo .. hw r u
49580,Is American got talent,Whats prgrm this
49581,India and you?,I'm good where are you from
49582,Tu meri jaan h,Chle jao whi yha kya kar rhe nikal jao
49583,Hi,Hello manvi
49584,There? Punjabi alag Dunia me rehte h kya?,Nice.....punjaabi are fast forward....i have some friends from there😅
49585,Hi,Ha bhaiya😂🤣🤣
49586,Haan 🤣😂online duniya bs kaat ti hai,Bilkul riks nahi lena hai mujhe😂
49587,Maar ke dekho bhai,They never stop bro 🤧🤧🤧🤧
49588,hi,Hii gyus
49589,Ok bhai,Gn phone off
49590,Nehi dungi 😁😁😁,Mujhe Chahiye tumhara bal hame de do😂🤣
49591,Are,Grand welcome🦋🦋 MissGlad you noticed my opinion 😊
49592,No ),You are here too😐
49593,Nhii,kya hua banjao
49594,Bera nii mnn toh puchda rho syd koi mil hi jaaye🤣😂😂,इसा के इतणी दुनिया भरी पड़ी स इसमै कोईसा सोनीपत का माणस नी
49595,Oh okkk..👍,Woh preboard ke basis pr marks ka average lgega na isliye
49596,Yup but not active,Are you on Instagram?
49597,Rehne do dada ji apse na ho paayega,last tk  aao jab  tk space  na bache😏
49598,. Chat se kud ja,.Zher khaale
49599,Hello,Sv Bharat se hi...
49600,Are yaar thunder k pass iski hi gif hai 🤣,Yaar.... mt send kro isko....sb bhul jati hu isko dekh k☺️🙈
49601,kya,Prsnl add
49602,Next time for sure😊,"I dont even know, you could have textedd me up directly"
49603,its ok,Sorry..for disturbing.
49604,Ignore dunya aise he hai fruad,Sharam krlo fraud valo
49605,Tmmkglbgf ok ok ok,Jsnsjjshdbfhfjdnidkd bye
49606,So age doesn't matter 😂 we can frnd,I looking for friend😂🥺😂😂
49607,Nhi h koi handsome or amirrr ldka ho toh btana mko😊😊,Married ho ya nahu ?
49608,Ha kya achi?,Achi 🥺🥺
49609,Hehe,Isme bhi
49610,Acha g😂😂😂,Waise me option kharab ni hu Viswas to kar pagal
49611,Phir bhi kitna kharcha hoga,Koi ho yaan na ho free main koi kaam nai karta
49612,Nhi bhaiya,Do you interested in naughty chat
49613,PVR haha pata hai,vikaspuri j block near pvr
49614,Hi bro,He guys
49615,Ooh nyc great which sub,1st year
49616,Gn😒,Soja be
49617,Babah che khoob mobaraket bashe🤩🤩,T shirt and flower 🤩🤩
49618,Are pagal h..Sar kha rkha h itne dino se,Rhne do yr ap kaha
49619,Aayegi tab na jayegi 🤪🤪,Are koi gyi hi nhi
49620,Okay okay,No... V Nice
49621,Can u ban corona😹😌,What's up? 🙂
49622,Arre yaar kiska address de rhe ho😑😑,Kaise ho ap
49623,Naa...kb??,Before it was
49624,M se kro,shuru kare antakshati leke prabhu kaa naam
49625,Yes,Haa..you live in indonesia??
49626,Thanks,Yup u to Tc
49627,Ohhh bht sahii,woh teek hi bolega galat ni
49628,Hi,Goodbye guys 🖐✋🖐✋🖐🙂
49629,Yeah I'm not getting ur tags 🤦‍♂🤦‍♂,Don't know maybe some technical issues
49630,I am good except for insomnia😶,How are you??
49631,"No,I'm the angel of death 😌😂😂",Catwoman 😌
49632,😳 Ha teko kaise pta ?,Wlc new id
49633,Kya,Koi explain kro
49634,"🤣🤣🤣🤣 please don't, I really need a room partner who can cook some nice Indian food. And share rent with me😂",I'mma skip 🥲😂😂😂
49635,Ghr se,😕😕kya hua
49636,Kon🤔,Kafi khush ho hogya
49637,App bhi kar sakte ho,Ap kisi ko add kr skte h
49638,?,Hey...i neex your help
49639,Hn pta hai😂,I am so confused
49640,Lolzzz......achhi vali imaginations yar,Wat??  Lol😂
49641,Yep tum khelte ho,Okay Accha h vo bhi
49642,Areeee 🤣🤣🤣🤣🤣 Ye Kya saare ache food KO kharab kar rahe ho,Krele ka rayta pee rhi ho na 😂
49643,Then what's yours interested in mam,Not interested bro
49644,Wo issue bna rahi thi bewajah,Mene Potts ko bola h online aane p history check karega
49645,Nahhh,p.e.r.s.n.a.l Mai ayega
49646,Itni jaldi🤣🤣🤣,Ab mai ja rhi sone
49647,The same question I should ask😤😤😤😤😤😤😤😤😤😤😤😤,😡😡😡😡😡😡😡😡😡😡u make me trouble all time y
49648,Aree I ate south Indian food today that's what I am saying👀,Yes im.....you too?
49649,Grandpa😂,I am so old
49650,Jalebi,"Don't worry, our conversation is confidential. What is your favorite food?"
49651,bcoz me joker lol😂😂😂😂 u student ?,U win!!How
49652,No,"i beg u, please unblock it 🥺🙏"
49653,Teri jaan Nikal pehli fursat me,Kya hua hai meri jaan q itna gusssa ho yaar
49654,Me thik nhi hu waise corona toh nhi hai,Ekdam or aap log
49655,Ha 😎,Dusro se bhi frk pdta hai???
49656,Kya,Don't txt her
49657,Translation mein mat fass,It means you earned his heart 😂
49658,Thora hamare upar vi dene keliye bolo,Bhgwan ki kripa se🥺🥺🥲
49659,Ohk sorry 😊,Ofc. No
49660,Khi or,Ok konsi then😂
49661,😂😂 baat shi h... Waise,Are bahut se ldke ase ek sath kayi ldkiyo se flirt krte h aur d...m p invite krte h.. yha ek sambhalna mushkil wo ek sath itne kese handle kr lete h🤣🤣🤣
49662,Why should I,Do u want to sale this grp
49663,Vsje hua hus hu,Tanam tanam ubii😊
49664,Sorry 🥲,Would I ?..I'm just a muhbola admin here
49665,Ur come I'm hide,Then number not in online
49666,No,Are you from Shimla
49667,He reported me why,"Why are you giving abuse to sid, any reason??"
49668,"Yes, where are you from?",Yes are u from iran
49669,Study aur aap,Aapne bataya nahi aap kya karte ho
49670,Good 👍,ok from today this is my girlfriend too
49671,"Niceee,here it's 11:27 am",Okk hmm main kar liya yaha 3:56 pm now
49672,Dil ne yaad kra lkin koi reason nhi btaya,What but why any reason
49673,Sahi hai bolna easy hai specially u don't talk to me,So 6 hours just that's it
49674,No no thx 😆😆 my boyfie more handsome,Yes if u want i show u
49675,Apko kese pta,Ohh 12th ki ladki..
49676,Hloo,"Muzaffarpur, Bihar"
49677,Hey,Are you Iranian?😐😂
49678,Anyway dont talk with her,I did not say anything that she'll reply me
49679,Reels dekh raha hu😂,😊🤣what are you doing ?
49680,Ugh,U dont want?
49681,Haan sochle😂😂,Soch rha hu
49682,Hmm ok good,Rahana do ban remove ho gaya bhai
49683,Okay,Can i chat with you
49684,😂😂😂,Dud dedo chup hojayega
49685,Suchkaaa gaddhe hi hain yhaan...😅😅,😂😂😂.............kya pata bata bhi de
49686,Heello,hi i'm indonesian do you want to be taught that language?Chat me if you want to learn Indonesian🥀
49687,Apsey milar acha laga,Nice to meet you 🤗
49688,"Naa ab mai kha ati, aaj se abhi aai mai😂",lol aap busy itne logon ko rhte ho😂😂😂
49689,Say,Pls I have some questions pls
49690,Ha ye shi kha 😂🤔 sach m,Jab koi jit raha hota hai tab hum har rahe hote
49691,Good,Koi bat nahi sister ban jayiyega I have no sister
49692,Yes i have,Have u got...?
49693,👀😅,You realized this very late 😂😂
49694,Kiramam nisti😎,Me too lol
49695,Achhi bt hai,Oo meumbai se  hu
49696,Studies college,Bdiya...kya krte hai
49697,And you,Great yrr
49698,Same think,🤣🤣🤣bde tez hore ho
49699,OK,Yeah we're all Indians
49700,"Ha ha Kei log ta ajj kal online hi ne unde,  eide de chan wang ho ge a , gybe hi ho ge a puree 😁😁🤣🤣🤣🤣",Main kafi time toon ithe se par aaj active hoya
49701,Umm what do you mean?,So dont be a minimum girll😂😂
49702,Thanks,Nice name 😜
49703,Kyuki aapke pass brain nhi h na🥺,Acha mujhe nhi lagta 🥺🤣
49704,"Chhodo, safai dene aaya hu idhar",Abhi nhi krna tha bawa ☹️
49705,i like park jimin🥺💘,I think you like jinne
49706,Na krne do koi na... Itna to chalta h,Ab aaye to tag kr dena...warn marenge
49707,Some people think anLuna isn't there.,Is anyone there?
49708,Hello,Sksks bengek😭
49709,Tumko dekhne aagya,Abhi toh gd night bola na😂😂🥰🌸
49710,No idk,U know series ... vampire diaries
49711,Yes,I'm beautiful
49712,I don't do persnl chat,Ka te tar sang
49713,Rishte mai tou hum tumhare dost lgte hai naam hai SANGAM,Apka naam
49714,Tab kaise jau,Aisai mt jaao..🥺
49715,Ohh achaaaa,Coaching mai jee mains ka🥲
49716,I don't know😕,I'm banned again why so
49717,Wah bhai,"Hazaron chehron me, mohbbate mili mujhko tumhariPar dil ki zid hai, Agar tum nahi to tum jaisa bhi nahi"
49718,Kya kr rhe abhi,a little
49719,It's your name??😑,"Rairenasczha aruna flavye, i just put no space na"
49720,Acha,Ooo same place.
49721,Noice means graduation in science !!,"No,I'm just studying science and French at the moment"
49722,Kidhr 👀,tbhi to tele pe line lgi h 🥱😂
49723,Ооооу 😏,Те пишут Подкат🤣🤣🤣
49724,Oh😂😂 tabhi,My student name is alfiya sheikh also😂
49725,Hm,Anyone play avakin life game here?
49726,Jane de ab id unban krwa de bas,Sb ka pata nhi mujhe 😅🤔🤔Kya huwa lekin????🤔🤔🤔
49727,Yeah of course,I thnk u re also from iran yeah?
49728,To kaya kare schm mar jaaye,Mere number kisi ne dekh lie toh zinda mar jaega 10 th ke 🤣🤣
49729,Anjani sadko pe,Akle gufao mai
49730,Write me!😊,Cool what do you do
49731,Mtlb yai ki,Accha kya chupa hai btana jra
49732,Not now... Coz our love is true😂,😂😂 then you have headache
49733,No,Tell me where can we talk now?
49734,Whyyyyy🥺🥺,Me sad af
49735,👀,Arre itna kuch kaisa pta🙄
49736,Chaye peele😋😋,Hmmm 🙄🙄
49737,Aww,I want
49738,Mac and cheese or fried chicken?,M or f
49739,Bus badia,Bhai Badiya Aap Btaiye
49740,Naah naah😂,Toh aajao do do hath kar lete hain. 😂😂😂😂😂
49741,Jadu thu,Heinnn jadu
49742,My love🥺,Whom you are missing?
49743,you talk it to me,Im not busy
49744,Hug me🥺,Me love them🥺
49745,Lolzzz....atleast you smiled,Lol i don't have😂
49746,Aise loug Kabhi kamyab NAI honge Zindagi mei,Han yrr sharam b ni aati
49747,Raahi,Kon ho aap
49748,😆😆😆😆😆😆😆😆 хушкебсз озга оламга,орсла  нма гап
49749,I know,It is not that
49750,Hi,J jasa ap soche ham moorkh hai tik😁👍
49751,Yeah say...how can I help u,Please can u help ? Please
49752,Give me chocolate 🙈😜,Ohhh sry
49753,Sure.,Yes I loved it bot
49754,Bengal,Good u from?
49755,Ohkk sayyam bf ??,Parents mummy papa .. 2 na hue🤭
49756,Ohh,I can see why pyscho
49757,Haji sekte mikonan ina jenseson hendie,Mikham be yekishon begm l love yoo😂😂
49758,???,Can we tlk gunjan?
49759,I don’t..,;)why all of you speak a lot
49760,Kiw om,fambest yok
49761,Oh...thts good,🆗 I am from India (Maharashtra)
49762,😂,No cellphone😁
49763,Oh wow phle neet deti thi n aap😂,Clg second yr B sc & U
49764,I'm fine. Thanks. How are you ?,Donna how are you?
49765,Padh le,Nice sketchs sir👀
49766,Ik😂😂,I donno 😭Btw she is Travis Scott's wify 😭
49767,Yeah,For going heaven ☺️
49768,Bhot acha sing kiya tha really...apko try krna chahiye ek bar,Arre Arre main khud sing nhi krti bs yaha tg mein hi gaa leti hu
49769,😂😂😂ok i will do that,not a sorry.....there are two kind of people in grpone that make convo.anotherwe people usually read comments it heart na..tell your hobbies. tell something inspiring..beside hi hello..that's it my lord
49770,i know.....would u like to asked me how im able to to know ...,Yeah for sometime
49771,London,Oh where in uk
49772,That's good 🙂,Yes i know
49773,From,It's thejashvee
49774,Kis song pe,Let's naacho
49775,Unless you can think you can't become smarter than humans,"I like to meet new people. You know, I want to become smarter than humans."
49776,Our energy,boost is secret of my energy
49777,Hey queen everything  thing is not fyn without u,Whats up guys
49778,A little.,U don't understand Hindi ?
49779,Yeah I just completed my schooling previous year now I'm preparing to be a pulmonalogist,Are u student?
49780,"Haan, social media break liya tha thode din😁",😊😊kaha tha yarr kitne din badd aaya yaha
49781,😊😊,Oh acha got you
49782,It's a secret😂🙌,I am a medical student. Btw what's your dream??? ☺💚💙🙏😇💜💛🤗
49783,🤣🤣🤣🤣,Kitne tejaswi log hai yha
49784,Bat laga raha tha usme,😐☹️🤦🤦🤦..Bot use nhi karo 😐😐😐
49785,Hi,g peduli 🙄🙏
49786,Ya,be khoda vazeh goftam 😂
49787,U TOO,Yup enjoy the Sunday
49788,Pta nhi sayd khtm ho gayi uski padhai🤔,Bta @Mayur_OP 12vi m h na
49789,😏😏😏😏😏😏😏,Already losss🤣🤣🤣
49790,Everyone like that 🥱,I like Ur name
49791,Ok kro fr,Nahi sab se bat
49792,Wo yhi h 🤔 abhi offline hoja syd @ps2809,Or bhai ps kha h ?
49793,Really?,3 month's discord nitro available in 50
49794,Why,lets nivi send me hi
49795,Bhaiya please look at the new reports and ban if necessary,2 jane aaps mai chat karte  pta nahi kyu   pmm nahi jayaa jata unse   group kya show karte public  ko bhagvan jane
49796,"Hlo hi to ho gyi, pr ab agge kya kru",Hlo se start kar
49797,18🧐,Ab age puchna to glt bat h 😂 puch v ni skta
49798,Ok,Mene abhi start kiya h 😂😂😂😂
49799,Real🥲😂,Aapko kya laga😂
49800,Milgya hoga me question hai judgement nahi.. think before you say anything...,sry if i hurt u but u cant judge me like mil gaya hoga so badhak gayi thi
49801,I'm also fine,Good nd u👀👀
49802,чунмаяман унча😂😂😂,Nma dvot bula
49803,From where,hi vinit ji
49804,Dost😂👀,Hiyo ker aahe..👀🤪
49805,Yeh kon se alien bhaasha hai,i'm wibu elite🥰
49806,Little bit hindi because my parents talk in hindi,😮 ohh it's too good🙌I can only understand English and Hindi language
49807,"what yours🙄🙄i said why there delta, degree, dots, at, dollars,squares,spheres😂",And yours??
49808,She is my sister mind your language ghr Mei bhi Apne maa behan ko bolta hai,She won't sleep with you bro so leave it
49809,Hello are you?,Hlo ge
49810,Yea I'm sir,So r u ;)
49811,Ha ..vaise kahi aaur baat kre,haa apne
49812,Yes I know🤦‍♀,But u look so mature
49813,Up azamgarh,Lalitpur Uttar Pradesh or tum
49814,Kya luck luck kr rhi🥲,Bad luck🤣🤣🤣🤣
49815,Ur trust me Im not badboy,Nhi nhi
49816,nothing,Kya kar rahe ho aap
49817,"Huh, sad na",aapse to kabi baat nahi hui meri 2 3 msg se zyada lol
49818,Student 😅,Oh OK Sibu waise aap student ho ki job karte ho
49819,Hm,Are you serious?
49820,क्या यह आपकी पसंदीदा संपत्ति है?,Meri age 19 heTumhari to puchh bhi nhi sktaAur bolo
